timestamp,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,R3_9,R3_10,R3_11,R3_12,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,R4_11,R4_12,Label,Class
1686748937.934405,94.8283,-1.0215,524.1098,-1.5881,194.3018,2.0862,77.2865,1.0943,34.2982,-3.6595,44.0575,-2.861100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',173.6013,-2.2012,83.4953,1.7877,41.8698,-0.7703,175.9654,-0.185,158.3483,-1.9603,66.4948,-1.605400',screw,4
1686748938.1451476,100.1139,-1.1018,671.1597,-0.6159,196.5965,1.9998,44.9823,1.5646,34.4473,-3.6768,45.4211,-2.851500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',184.252,-1.9778,81.9565,1.7862,43.6114,-0.759,165.3454,-0.2113,157.6827,-1.86,67.2895,-1.616400',screw,4
1686748938.3557682,90.6865,-0.9366,490.1647,-1.1128,172.2484,2.055,44.7104,1.5959,33.862,-3.6841,44.7023,-2.849700',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',175.5188,-2.0564,86.9894,1.7947,42.5378,-0.761,169.2153,-0.2651,161.445,-1.9498,67.1792,-1.589500',screw,4
1686748938.5664775,98.3957,-1.0216,641.788,-1.0361,173.9032,1.9938,46.0337,1.5704,34.1557,-3.6929,44.9385,-2.860300',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',173.4232,-2.0162,85.6094,1.8141,44.4575,-0.7613,175.019,-0.2171,157.6832,-1.7739,68.1595,-1.551900',screw,4
1686748938.7771711,97.3611,-1.1228,495.106,-1.3639,171.7174,2.1349,44.1621,1.5773,33.7675,-3.6841,45.1961,-2.837100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',181.4003,-2.0468,81.8088,1.8247,43.3243,-0.7581,199.101,-0.1202,144.2803,-1.8611,68.4239,-1.554300',screw,4
1686748938.9878244,91.3879,-0.8944,446.4536,-0.9084,129.1397,2.6188,38.2275,1.5393,34.6609,-3.6895,45.7787,-2.827900',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',180.2545,-2.0132,80.283,1.7854,38.7185,-0.7168,261.9268,0.0303,103.6529,-1.969,64.5877,-1.832200',screw,4
1686748939.1985588,99.8255,-1.1463,392.7975,0.2609,32.8439,1.4173,361.6171,0.3036,48.4048,-4.3129,35.0684,-3.112600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',176.83,-1.5893,83.0031,1.7592,33.1537,-0.612,291.3704,0.3505,58.1349,-1.4301,44.5565,-2.458200',screw,4
1686748939.409289,95.6427,-0.7784,79.3068,0.2486,20.4314,1.1437,42.3227,-0.9219,34.991,-4.4941,22.5604,-3.304900',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',130.086,-1.3625,95.2434,1.858,26.6301,-0.5619,73.3452,-0.6398,23.0752,-0.9471,18.7933,3.369600',screw,4
1686748939.61993,52.7242,-0.111,31.9361,0.0262,21.0597,1.0555,36.142,-0.887,36.241,1.7362,19.4101,-3.417200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',107.3635,-0.8442,72.2528,-2.3372,18.236,-0.5646,35.8115,2.2645,20.1158,3.4931,14.6937,-2.488400',screw,4
1686748939.8306477,38.925,-0.0345,24.8155,0.0406,25.8908,1.2148,34.1398,-0.9473,37.1546,1.7407,18.9516,2.810400',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',113.334,-0.851,59.2947,-2.3593,19.3467,-0.5387,41.9073,2.1913,19.0236,3.4466,14.4577,-2.526100',screw,4
