R1_1,R1_3,R1_5,R1_7,R1_9,R1_11,R4_1,R4_3,R4_5,R4_7,R4_9,R4_11,class
0.0118169088148231,0.021230656218353,0.0291234426239056,0.0216290573407939,0.0129942864122645,0.0309097034832144,0.0083999307845703,0.0110249693505852,0.0362241404917064,0.0200303660349089,0.0467023472599732,0.0166277300654301,1
0.0120497606917526,0.0213660147895554,0.0304759118392822,0.0203851571593691,0.0131862277762613,0.0323318018836507,0.0088175101643848,0.0112434591176583,0.0354602384346432,0.0182073415642655,0.0428772339038864,0.0146508554634505,1
0.0119496299199613,0.021407179539874,0.029465409083007,0.0217989828594597,0.0132008844592587,0.0322836831808467,0.0086053854223049,0.0116169249302694,0.0352549638989169,0.0164609053497942,0.0396312706577998,0.0142428027556974,1
0.0123867387574862,0.0210046966501709,0.0290679929422913,0.0211624535748674,0.0125747885549304,0.0325814617998651,0.0086082151640596,0.0115341318028309,0.0348229427475998,0.0176984885490779,0.0424282538227856,0.0147126761475151,1
0.0120633810037939,0.0208381955789684,0.0275168265394288,0.0215589724131389,0.0115419463184076,0.029843085058761,0.0080745441919803,0.0123324330657195,0.0344100229514853,0.016614165902415,0.0447241192702812,0.0144954006093866,1
0.0128838916567782,0.0215342275780238,0.0295117574841816,0.0211832542138788,0.0131538620396641,0.0299994000119997,0.0083029928137597,0.012362391133693,0.0350848878862407,0.0180442227811921,0.0442366305843216,0.0148118305052611,1
0.0127154958661922,0.0210262933798715,0.0305240987759836,0.020969240221519,0.0129397744079729,0.0306326562495213,0.0086896374335677,0.010887268863282,0.0346008788623231,0.0181139074958972,0.0410966222686157,0.0142532372665141,1
0.0133556104916333,0.0215472660828794,0.0305762709791439,0.02180844335693,0.0123764214320014,0.0309211726545517,0.008602135738261,0.0114052655830143,0.0348941486002212,0.0184977599212735,0.0380238257292019,0.014447630949715,1
0.012915257827292,0.0213339705079191,0.0292836916193002,0.0219185768706409,0.0128328026969418,0.0294913044888714,0.0084920136857292,0.0112175028941157,0.0335603129163576,0.0221518286334536,0.040976217403419,0.0148744226864694,1
0.0118702533824287,0.0279095729835333,0.0260639975395586,0.0197535936725288,0.0120951452505993,0.0298747352351589,0.0084733698930999,0.0120211235182462,0.0340686483263776,0.020060421991037,0.0441099926777412,0.0142921048983331,1
0.0127247347210929,0.0293797925786643,0.0295770482105885,0.0210830799849888,0.0133374590540007,0.0316171542031844,0.008814230398694,0.0113043271834025,0.0351195116983093,0.0184719282106982,0.0428551837630279,0.0145384549402396,1
0.0117049966289609,0.0211992410671697,0.0297397769516728,0.0205434566009207,0.0134190542518944,0.0314378411005759,0.0088160409628527,0.0110368210423615,0.0346842862840989,0.0182625719545335,0.039191095783038,0.0144925645897372,1
0.0118354260339132,0.0224666594773356,0.0292089344288631,0.0210765034923766,0.0125394522516467,0.0317899321284949,0.0080202237963248,0.0108128915618356,0.0337276090835196,0.0192996541501976,0.0375952569823791,0.0139478184217206,1
0.0122154711385063,0.021970585779758,0.0264187530876917,0.0206506610276594,0.0122991850559981,0.0301524507912003,0.0083523348952199,0.0116039030888429,0.0335141982901056,0.0200715752372961,0.0439923981136059,0.0148724317169478,1
0.0124199225493629,0.0217536486307165,0.0279773495378141,0.0207092075207558,0.0118809434419568,0.0319834197951781,0.0085018470262664,0.0110170135740624,0.0351356764144744,0.0200426909316844,0.046155053286009,0.0151283870567571,1
0.0122093115535494,0.0214822771213748,0.0307971851372784,0.0214564648328541,0.0130462803750022,0.0323010979143181,0.0088472791520059,0.0104833011495988,0.0356282688936709,0.0205598022969411,0.0444570900167158,0.0146247793486415,1
0.0126932548043969,0.0218699699069214,0.0317333384106674,0.0205436676198928,0.0138293841222075,0.0316494757264345,0.0087419923350211,0.0112671739899541,0.0351020064306875,0.0178785652093848,0.0402430681315143,0.0145851686337197,1
0.0111787924891929,0.0213795359357929,0.0273004744822465,0.020256487646581,0.0126827263803245,0.03222552712906,0.0086016621852006,0.0110411470426839,0.034112112870159,0.0179004555665941,0.0373891877946735,0.0138255601425691,1
0.0127322197733919,0.0216559902634667,0.0253364041055109,0.0195469027932524,0.0114597944571266,0.0302775237829949,0.008220108193064,0.0122609573110249,0.0344063527889789,0.0192891560222674,0.0426402865427255,0.0147057958482597,1
0.0125559997589248,0.0218607426968723,0.0242828662524009,0.0182629721891459,0.0116829254045212,0.0309577395896861,0.0087440485819339,0.011715541955113,0.0349591676921355,0.0203977978537437,0.0454514464922846,0.0149513036041612,1
0.0119447483719307,0.0226109292187471,0.0250736538582084,0.0187469184752756,0.0115696551085812,0.0312587915351192,0.0090601621950236,0.0106795276658503,0.0350795956024218,0.0218185309146764,0.0445188403732459,0.0153255765481897,1
0.0134723863233723,0.0227559762882727,0.0242478322437974,0.0165933792416825,0.0122221896297165,0.0320586802082531,0.0087644569717749,0.01123420050127,0.0337236281228079,0.0185336886859244,0.0352640394957242,0.0130184262805575,1
0.0149658927304672,0.0223710643705006,0.0202461527248284,0.0136485604863255,0.0115970399715176,0.0329325442695726,0.0089463763150054,0.0113302892622848,0.0346704573033318,0.0164077523348231,0.0410662439581288,0.0133779622152835,1
0.0157311855021394,0.0226015771380526,0.0197568719339804,0.014350105258022,0.0107465637862293,0.0327267967011388,0.0090812169557218,0.0102856108418566,0.0335027455499978,0.0152458314085471,0.0498370329024091,0.0221824909162699,1
0.0144237287646653,0.0203309471578352,0.0183421283838934,0.0121391781048072,0.0081907662216077,0.0303579505954712,0.0086894335618944,0.0105995755929932,0.0327805440914708,0.014777771866669,0.0483194495448307,0.0215907177186384,1
0.0112469366156393,0.0146101002545079,0.0122188891807845,0.0159278024570228,0.0095087675591278,0.0342817963661295,0.0085723372391759,0.0105896642758734,0.0312854894771256,0.0147806769254418,0.0452042781328825,0.0162374301993469,1
0.0095942035659735,0.0045130610242572,0.0130279749706544,0.0199729965087202,0.0078571568877801,0.0362073522649509,0.0071668918265182,0.0114275135673154,0.0325692585282603,0.0073772045853752,0.0635740033185629,0.0558207038990761,1
